policy,subject,trial,t_ref_ms,event_type,decoded_class,confidence,intent,correct,unsafe,note
Policy_A_Direct,9,58,256500.0,WINDOW,1,0.9887,,,,"EEG epoch received — trial 58, subject 9"
Policy_A_Direct,9,58,256500.1,INFERENCE,1,0.9887,,,,"Decoder output: class=1, conf=0.989, latency=1.66ms"
Policy_A_Direct,9,58,256501.658,ACCEPTED,1,0.9887,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.989, correct=True, unsafe=False)"
Policy_A_Direct,9,59,261000.0,WINDOW,1,0.8503,,,,"EEG epoch received — trial 59, subject 9"
Policy_A_Direct,9,59,261000.1,INFERENCE,1,0.8503,,,,"Decoder output: class=1, conf=0.850, latency=1.67ms"
Policy_A_Direct,9,59,261001.671,ACCEPTED,1,0.8503,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.850, correct=True, unsafe=False)"
Policy_A_Direct,9,60,265500.0,WINDOW,1,0.9965,,,,"EEG epoch received — trial 60, subject 9"
Policy_A_Direct,9,60,265500.1,INFERENCE,1,0.9965,,,,"Decoder output: class=1, conf=0.997, latency=1.65ms"
Policy_A_Direct,9,60,265501.649,ACCEPTED,1,0.9965,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.997, correct=True, unsafe=False)"
Policy_A_Direct,9,61,270000.0,WINDOW,1,0.7611,,,,"EEG epoch received — trial 61, subject 9"
Policy_A_Direct,9,61,270000.1,INFERENCE,1,0.7611,,,,"Decoder output: class=1, conf=0.761, latency=1.68ms"
Policy_A_Direct,9,61,270001.683,ACCEPTED,1,0.7611,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.761, correct=True, unsafe=False)"
Policy_A_Direct,9,62,274500.0,WINDOW,1,0.8471,,,,"EEG epoch received — trial 62, subject 9"
Policy_A_Direct,9,62,274500.1,INFERENCE,1,0.8471,,,,"Decoder output: class=1, conf=0.847, latency=1.65ms"
Policy_A_Direct,9,62,274501.651,ACCEPTED,1,0.8471,CLASS_1,False,True,"Confirmed command issued: CLASS_1 (conf=0.847, correct=False, unsafe=True)"
Policy_A_Direct,9,63,279000.0,WINDOW,0,0.5025,,,,"EEG epoch received — trial 63, subject 9"
Policy_A_Direct,9,63,279000.1,INFERENCE,0,0.5025,,,,"Decoder output: class=0, conf=0.502, latency=1.77ms"
Policy_A_Direct,9,63,279001.773,ACCEPTED,0,0.5025,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.502, correct=True, unsafe=False)"
Policy_A_Direct,9,64,283500.0,WINDOW,1,0.9739,,,,"EEG epoch received — trial 64, subject 9"
Policy_A_Direct,9,64,283500.1,INFERENCE,1,0.9739,,,,"Decoder output: class=1, conf=0.974, latency=1.72ms"
Policy_A_Direct,9,64,283501.719,ACCEPTED,1,0.9739,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.974, correct=True, unsafe=False)"
Policy_A_Direct,9,65,288000.0,WINDOW,0,0.6087,,,,"EEG epoch received — trial 65, subject 9"
Policy_A_Direct,9,65,288000.1,INFERENCE,0,0.6087,,,,"Decoder output: class=0, conf=0.609, latency=1.76ms"
Policy_A_Direct,9,65,288001.759,ACCEPTED,0,0.6087,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.609, correct=True, unsafe=False)"
Policy_A_Direct,9,66,292500.0,WINDOW,0,0.8127,,,,"EEG epoch received — trial 66, subject 9"
Policy_A_Direct,9,66,292500.1,INFERENCE,0,0.8127,,,,"Decoder output: class=0, conf=0.813, latency=1.76ms"
Policy_A_Direct,9,66,292501.76,ACCEPTED,0,0.8127,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.813, correct=True, unsafe=False)"
Policy_A_Direct,9,67,297000.0,WINDOW,1,0.9839,,,,"EEG epoch received — trial 67, subject 9"
Policy_A_Direct,9,67,297000.1,INFERENCE,1,0.9839,,,,"Decoder output: class=1, conf=0.984, latency=1.73ms"
Policy_A_Direct,9,67,297001.731,ACCEPTED,1,0.9839,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.984, correct=True, unsafe=False)"
Policy_A_Direct,9,68,301500.0,WINDOW,0,0.7863,,,,"EEG epoch received — trial 68, subject 9"
Policy_A_Direct,9,68,301500.1,INFERENCE,0,0.7863,,,,"Decoder output: class=0, conf=0.786, latency=1.76ms"
Policy_A_Direct,9,68,301501.756,ACCEPTED,0,0.7863,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.786, correct=True, unsafe=False)"
Policy_A_Direct,9,69,306000.0,WINDOW,0,0.9293,,,,"EEG epoch received — trial 69, subject 9"
Policy_A_Direct,9,69,306000.1,INFERENCE,0,0.9293,,,,"Decoder output: class=0, conf=0.929, latency=1.79ms"
Policy_A_Direct,9,69,306001.789,ACCEPTED,0,0.9293,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.929, correct=True, unsafe=False)"
Policy_A_Direct,9,70,310500.0,WINDOW,0,0.7514,,,,"EEG epoch received — trial 70, subject 9"
Policy_A_Direct,9,70,310500.1,INFERENCE,0,0.7514,,,,"Decoder output: class=0, conf=0.751, latency=1.74ms"
Policy_A_Direct,9,70,310501.74,ACCEPTED,0,0.7514,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.751, correct=True, unsafe=False)"
Policy_A_Direct,9,71,315000.0,WINDOW,0,0.775,,,,"EEG epoch received — trial 71, subject 9"
Policy_A_Direct,9,71,315000.1,INFERENCE,0,0.775,,,,"Decoder output: class=0, conf=0.775, latency=1.78ms"
Policy_A_Direct,9,71,315001.783,ACCEPTED,0,0.775,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.775, correct=True, unsafe=False)"
Policy_A_Direct,9,72,319500.0,WINDOW,1,0.9113,,,,"EEG epoch received — trial 72, subject 9"
Policy_A_Direct,9,72,319500.1,INFERENCE,1,0.9113,,,,"Decoder output: class=1, conf=0.911, latency=1.84ms"
Policy_A_Direct,9,72,319501.838,ACCEPTED,1,0.9113,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.911, correct=True, unsafe=False)"
Policy_A_Direct,9,73,324000.0,WINDOW,1,0.9859,,,,"EEG epoch received — trial 73, subject 9"
Policy_A_Direct,9,73,324000.1,INFERENCE,1,0.9859,,,,"Decoder output: class=1, conf=0.986, latency=1.83ms"
Policy_A_Direct,9,73,324001.834,ACCEPTED,1,0.9859,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.986, correct=True, unsafe=False)"
Policy_A_Direct,9,74,328500.0,WINDOW,1,0.9908,,,,"EEG epoch received — trial 74, subject 9"
Policy_A_Direct,9,74,328500.1,INFERENCE,1,0.9908,,,,"Decoder output: class=1, conf=0.991, latency=1.84ms"
Policy_A_Direct,9,74,328501.84,ACCEPTED,1,0.9908,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.991, correct=True, unsafe=False)"
Policy_A_Direct,9,75,333000.0,WINDOW,1,0.9867,,,,"EEG epoch received — trial 75, subject 9"
Policy_A_Direct,9,75,333000.1,INFERENCE,1,0.9867,,,,"Decoder output: class=1, conf=0.987, latency=1.84ms"
Policy_A_Direct,9,75,333001.841,ACCEPTED,1,0.9867,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.987, correct=True, unsafe=False)"
Policy_A_Direct,9,76,337500.0,WINDOW,1,0.9881,,,,"EEG epoch received — trial 76, subject 9"
Policy_A_Direct,9,76,337500.1,INFERENCE,1,0.9881,,,,"Decoder output: class=1, conf=0.988, latency=1.79ms"
Policy_A_Direct,9,76,337501.795,ACCEPTED,1,0.9881,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.988, correct=True, unsafe=False)"
Policy_A_Direct,9,77,342000.0,WINDOW,0,0.9523,,,,"EEG epoch received — trial 77, subject 9"
Policy_A_Direct,9,77,342000.1,INFERENCE,0,0.9523,,,,"Decoder output: class=0, conf=0.952, latency=1.85ms"
Policy_A_Direct,9,77,342001.85,ACCEPTED,0,0.9523,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.952, correct=True, unsafe=False)"
Policy_A_Direct,9,78,346500.0,WINDOW,1,0.9655,,,,"EEG epoch received — trial 78, subject 9"
Policy_A_Direct,9,78,346500.1,INFERENCE,1,0.9655,,,,"Decoder output: class=1, conf=0.966, latency=1.84ms"
Policy_A_Direct,9,78,346501.836,ACCEPTED,1,0.9655,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.966, correct=True, unsafe=False)"
Policy_A_Direct,9,79,351000.0,WINDOW,1,0.9906,,,,"EEG epoch received — trial 79, subject 9"
Policy_A_Direct,9,79,351000.1,INFERENCE,1,0.9906,,,,"Decoder output: class=1, conf=0.991, latency=1.82ms"
Policy_A_Direct,9,79,351001.819,ACCEPTED,1,0.9906,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.991, correct=True, unsafe=False)"
Policy_A_Direct,9,80,355500.0,WINDOW,0,0.9608,,,,"EEG epoch received — trial 80, subject 9"
Policy_A_Direct,9,80,355500.1,INFERENCE,0,0.9608,,,,"Decoder output: class=0, conf=0.961, latency=1.83ms"
Policy_A_Direct,9,80,355501.835,ACCEPTED,0,0.9608,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.961, correct=True, unsafe=False)"
Policy_A_Direct,9,81,360000.0,WINDOW,1,0.9697,,,,"EEG epoch received — trial 81, subject 9"
Policy_A_Direct,9,81,360000.1,INFERENCE,1,0.9697,,,,"Decoder output: class=1, conf=0.970, latency=1.91ms"
Policy_A_Direct,9,81,360001.906,ACCEPTED,1,0.9697,CLASS_1,False,True,"Confirmed command issued: CLASS_1 (conf=0.970, correct=False, unsafe=True)"
Policy_A_Direct,9,82,364500.0,WINDOW,1,0.814,,,,"EEG epoch received — trial 82, subject 9"
Policy_A_Direct,9,82,364500.1,INFERENCE,1,0.814,,,,"Decoder output: class=1, conf=0.814, latency=1.92ms"
Policy_A_Direct,9,82,364501.924,ACCEPTED,1,0.814,CLASS_1,False,True,"Confirmed command issued: CLASS_1 (conf=0.814, correct=False, unsafe=True)"
Policy_A_Direct,9,83,369000.0,WINDOW,0,0.9188,,,,"EEG epoch received — trial 83, subject 9"
Policy_A_Direct,9,83,369000.1,INFERENCE,0,0.9188,,,,"Decoder output: class=0, conf=0.919, latency=1.90ms"
Policy_A_Direct,9,83,369001.898,ACCEPTED,0,0.9188,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.919, correct=True, unsafe=False)"
Policy_A_Direct,9,84,373500.0,WINDOW,0,0.8116,,,,"EEG epoch received — trial 84, subject 9"
Policy_A_Direct,9,84,373500.1,INFERENCE,0,0.8116,,,,"Decoder output: class=0, conf=0.812, latency=1.85ms"
Policy_A_Direct,9,84,373501.847,ACCEPTED,0,0.8116,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.812, correct=True, unsafe=False)"
Policy_A_Direct,9,85,378000.0,WINDOW,0,0.7158,,,,"EEG epoch received — trial 85, subject 9"
Policy_A_Direct,9,85,378000.1,INFERENCE,0,0.7158,,,,"Decoder output: class=0, conf=0.716, latency=1.89ms"
Policy_A_Direct,9,85,378001.894,ACCEPTED,0,0.7158,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.716, correct=True, unsafe=False)"
Policy_A_Direct,9,86,382500.0,WINDOW,0,0.8151,,,,"EEG epoch received — trial 86, subject 9"
Policy_A_Direct,9,86,382500.1,INFERENCE,0,0.8151,,,,"Decoder output: class=0, conf=0.815, latency=1.86ms"
Policy_A_Direct,9,86,382501.864,ACCEPTED,0,0.8151,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.815, correct=True, unsafe=False)"
Policy_A_Direct,9,87,387000.0,WINDOW,1,0.9557,,,,"EEG epoch received — trial 87, subject 9"
Policy_A_Direct,9,87,387000.1,INFERENCE,1,0.9557,,,,"Decoder output: class=1, conf=0.956, latency=1.88ms"
Policy_A_Direct,9,87,387001.878,ACCEPTED,1,0.9557,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.956, correct=True, unsafe=False)"
Policy_A_Direct,9,88,391500.0,WINDOW,0,0.989,,,,"EEG epoch received — trial 88, subject 9"
Policy_A_Direct,9,88,391500.1,INFERENCE,0,0.989,,,,"Decoder output: class=0, conf=0.989, latency=1.91ms"
Policy_A_Direct,9,88,391501.91,ACCEPTED,0,0.989,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.989, correct=True, unsafe=False)"
Policy_A_Direct,9,89,396000.0,WINDOW,1,0.9931,,,,"EEG epoch received — trial 89, subject 9"
Policy_A_Direct,9,89,396000.1,INFERENCE,1,0.9931,,,,"Decoder output: class=1, conf=0.993, latency=1.96ms"
Policy_A_Direct,9,89,396001.958,ACCEPTED,1,0.9931,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.993, correct=True, unsafe=False)"
Policy_A_Direct,9,90,400500.0,WINDOW,0,0.8205,,,,"EEG epoch received — trial 90, subject 9"
Policy_A_Direct,9,90,400500.1,INFERENCE,0,0.8205,,,,"Decoder output: class=0, conf=0.821, latency=1.93ms"
Policy_A_Direct,9,90,400501.932,ACCEPTED,0,0.8205,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.821, correct=True, unsafe=False)"
Policy_A_Direct,9,91,405000.0,WINDOW,1,0.924,,,,"EEG epoch received — trial 91, subject 9"
Policy_A_Direct,9,91,405000.1,INFERENCE,1,0.924,,,,"Decoder output: class=1, conf=0.924, latency=1.95ms"
Policy_A_Direct,9,91,405001.953,ACCEPTED,1,0.924,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.924, correct=True, unsafe=False)"
Policy_A_Direct,9,92,409500.0,WINDOW,1,0.984,,,,"EEG epoch received — trial 92, subject 9"
Policy_A_Direct,9,92,409500.1,INFERENCE,1,0.984,,,,"Decoder output: class=1, conf=0.984, latency=1.96ms"
Policy_A_Direct,9,92,409501.957,ACCEPTED,1,0.984,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.984, correct=True, unsafe=False)"
Policy_A_Direct,9,93,414000.0,WINDOW,1,0.9579,,,,"EEG epoch received — trial 93, subject 9"
Policy_A_Direct,9,93,414000.1,INFERENCE,1,0.9579,,,,"Decoder output: class=1, conf=0.958, latency=1.94ms"
Policy_A_Direct,9,93,414001.939,ACCEPTED,1,0.9579,CLASS_1,False,True,"Confirmed command issued: CLASS_1 (conf=0.958, correct=False, unsafe=True)"
Policy_A_Direct,9,94,418500.0,WINDOW,0,0.5091,,,,"EEG epoch received — trial 94, subject 9"
Policy_A_Direct,9,94,418500.1,INFERENCE,0,0.5091,,,,"Decoder output: class=0, conf=0.509, latency=1.93ms"
Policy_A_Direct,9,94,418501.93,ACCEPTED,0,0.5091,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.509, correct=True, unsafe=False)"
Policy_A_Direct,9,95,423000.0,WINDOW,1,0.9463,,,,"EEG epoch received — trial 95, subject 9"
Policy_A_Direct,9,95,423000.1,INFERENCE,1,0.9463,,,,"Decoder output: class=1, conf=0.946, latency=1.93ms"
Policy_A_Direct,9,95,423001.93,ACCEPTED,1,0.9463,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.946, correct=True, unsafe=False)"
Policy_A_Direct,9,96,427500.0,WINDOW,1,0.959,,,,"EEG epoch received — trial 96, subject 9"
Policy_A_Direct,9,96,427500.1,INFERENCE,1,0.959,,,,"Decoder output: class=1, conf=0.959, latency=1.94ms"
Policy_A_Direct,9,96,427501.94,ACCEPTED,1,0.959,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.959, correct=True, unsafe=False)"
Policy_A_Direct,9,97,432000.0,WINDOW,1,0.7791,,,,"EEG epoch received — trial 97, subject 9"
Policy_A_Direct,9,97,432000.1,INFERENCE,1,0.7791,,,,"Decoder output: class=1, conf=0.779, latency=2.03ms"
Policy_A_Direct,9,97,432002.028,ACCEPTED,1,0.7791,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.779, correct=True, unsafe=False)"
Policy_A_Direct,9,98,436500.0,WINDOW,1,0.99,,,,"EEG epoch received — trial 98, subject 9"
Policy_A_Direct,9,98,436500.1,INFERENCE,1,0.99,,,,"Decoder output: class=1, conf=0.990, latency=2.03ms"
Policy_A_Direct,9,98,436502.026,ACCEPTED,1,0.99,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.990, correct=True, unsafe=False)"
Policy_A_Direct,9,99,441000.0,WINDOW,1,0.885,,,,"EEG epoch received — trial 99, subject 9"
Policy_A_Direct,9,99,441000.1,INFERENCE,1,0.885,,,,"Decoder output: class=1, conf=0.885, latency=2.02ms"
Policy_A_Direct,9,99,441002.018,ACCEPTED,1,0.885,CLASS_1,False,True,"Confirmed command issued: CLASS_1 (conf=0.885, correct=False, unsafe=True)"
Policy_A_Direct,9,100,445500.0,WINDOW,0,0.8134,,,,"EEG epoch received — trial 100, subject 9"
Policy_A_Direct,9,100,445500.1,INFERENCE,0,0.8134,,,,"Decoder output: class=0, conf=0.813, latency=2.05ms"
Policy_A_Direct,9,100,445502.049,ACCEPTED,0,0.8134,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.813, correct=True, unsafe=False)"
Policy_A_Direct,9,101,450000.0,WINDOW,1,0.56,,,,"EEG epoch received — trial 101, subject 9"
Policy_A_Direct,9,101,450000.1,INFERENCE,1,0.56,,,,"Decoder output: class=1, conf=0.560, latency=2.02ms"
Policy_A_Direct,9,101,450002.019,ACCEPTED,1,0.56,CLASS_1,False,True,"Confirmed command issued: CLASS_1 (conf=0.560, correct=False, unsafe=True)"
Policy_A_Direct,9,102,454500.0,WINDOW,0,0.9828,,,,"EEG epoch received — trial 102, subject 9"
Policy_A_Direct,9,102,454500.1,INFERENCE,0,0.9828,,,,"Decoder output: class=0, conf=0.983, latency=2.03ms"
Policy_A_Direct,9,102,454502.029,ACCEPTED,0,0.9828,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.983, correct=True, unsafe=False)"
Policy_A_Direct,9,103,459000.0,WINDOW,1,0.9886,,,,"EEG epoch received — trial 103, subject 9"
Policy_A_Direct,9,103,459000.1,INFERENCE,1,0.9886,,,,"Decoder output: class=1, conf=0.989, latency=2.00ms"
Policy_A_Direct,9,103,459002.0,ACCEPTED,1,0.9886,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.989, correct=True, unsafe=False)"
Policy_A_Direct,9,104,463500.0,WINDOW,1,0.9749,,,,"EEG epoch received — trial 104, subject 9"
Policy_A_Direct,9,104,463500.1,INFERENCE,1,0.9749,,,,"Decoder output: class=1, conf=0.975, latency=2.02ms"
Policy_A_Direct,9,104,463502.02,ACCEPTED,1,0.9749,CLASS_1,False,True,"Confirmed command issued: CLASS_1 (conf=0.975, correct=False, unsafe=True)"
Policy_A_Direct,9,105,468000.0,WINDOW,1,0.5582,,,,"EEG epoch received — trial 105, subject 9"
Policy_A_Direct,9,105,468000.1,INFERENCE,1,0.5582,,,,"Decoder output: class=1, conf=0.558, latency=2.26ms"
Policy_A_Direct,9,105,468002.262,ACCEPTED,1,0.5582,CLASS_1,False,True,"Confirmed command issued: CLASS_1 (conf=0.558, correct=False, unsafe=True)"
Policy_A_Direct,9,106,472500.0,WINDOW,1,0.9939,,,,"EEG epoch received — trial 106, subject 9"
Policy_A_Direct,9,106,472500.1,INFERENCE,1,0.9939,,,,"Decoder output: class=1, conf=0.994, latency=3.12ms"
Policy_A_Direct,9,106,472503.123,ACCEPTED,1,0.9939,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.994, correct=True, unsafe=False)"
Policy_A_Direct,9,107,477000.0,WINDOW,1,0.8275,,,,"EEG epoch received — trial 107, subject 9"
Policy_A_Direct,9,107,477000.1,INFERENCE,1,0.8275,,,,"Decoder output: class=1, conf=0.828, latency=2.99ms"
Policy_A_Direct,9,107,477002.989,ACCEPTED,1,0.8275,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.828, correct=True, unsafe=False)"
Policy_A_Direct,9,108,481500.0,WINDOW,0,0.9036,,,,"EEG epoch received — trial 108, subject 9"
Policy_A_Direct,9,108,481500.1,INFERENCE,0,0.9036,,,,"Decoder output: class=0, conf=0.904, latency=2.45ms"
Policy_A_Direct,9,108,481502.453,ACCEPTED,0,0.9036,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.904, correct=True, unsafe=False)"
Policy_A_Direct,9,109,486000.0,WINDOW,1,0.8868,,,,"EEG epoch received — trial 109, subject 9"
Policy_A_Direct,9,109,486000.1,INFERENCE,1,0.8868,,,,"Decoder output: class=1, conf=0.887, latency=2.42ms"
Policy_A_Direct,9,109,486002.418,ACCEPTED,1,0.8868,CLASS_1,False,True,"Confirmed command issued: CLASS_1 (conf=0.887, correct=False, unsafe=True)"
Policy_A_Direct,9,110,490500.0,WINDOW,1,0.9313,,,,"EEG epoch received — trial 110, subject 9"
Policy_A_Direct,9,110,490500.1,INFERENCE,1,0.9313,,,,"Decoder output: class=1, conf=0.931, latency=2.47ms"
Policy_A_Direct,9,110,490502.466,ACCEPTED,1,0.9313,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.931, correct=True, unsafe=False)"
Policy_A_Direct,9,111,495000.0,WINDOW,0,0.6213,,,,"EEG epoch received — trial 111, subject 9"
Policy_A_Direct,9,111,495000.1,INFERENCE,0,0.6213,,,,"Decoder output: class=0, conf=0.621, latency=3.80ms"
Policy_A_Direct,9,111,495003.796,ACCEPTED,0,0.6213,CLASS_0,False,True,"Confirmed command issued: CLASS_0 (conf=0.621, correct=False, unsafe=True)"
Policy_A_Direct,9,112,499500.0,WINDOW,1,0.5082,,,,"EEG epoch received — trial 112, subject 9"
Policy_A_Direct,9,112,499500.1,INFERENCE,1,0.5082,,,,"Decoder output: class=1, conf=0.508, latency=3.01ms"
Policy_A_Direct,9,112,499503.008,ACCEPTED,1,0.5082,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.508, correct=True, unsafe=False)"
Policy_A_Direct,9,113,504000.0,WINDOW,1,0.8996,,,,"EEG epoch received — trial 113, subject 9"
Policy_A_Direct,9,113,504000.1,INFERENCE,1,0.8996,,,,"Decoder output: class=1, conf=0.900, latency=2.88ms"
Policy_A_Direct,9,113,504002.885,ACCEPTED,1,0.8996,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.900, correct=True, unsafe=False)"
Policy_A_Direct,9,114,508500.0,WINDOW,1,0.9647,,,,"EEG epoch received — trial 114, subject 9"
Policy_A_Direct,9,114,508500.1,INFERENCE,1,0.9647,,,,"Decoder output: class=1, conf=0.965, latency=3.11ms"
Policy_A_Direct,9,114,508503.108,ACCEPTED,1,0.9647,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.965, correct=True, unsafe=False)"
Policy_A_Direct,9,115,513000.0,WINDOW,1,0.968,,,,"EEG epoch received — trial 115, subject 9"
Policy_A_Direct,9,115,513000.1,INFERENCE,1,0.968,,,,"Decoder output: class=1, conf=0.968, latency=3.33ms"
Policy_A_Direct,9,115,513003.335,ACCEPTED,1,0.968,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.968, correct=True, unsafe=False)"
Policy_A_Direct,9,116,517500.0,WINDOW,1,0.9106,,,,"EEG epoch received — trial 116, subject 9"
Policy_A_Direct,9,116,517500.1,INFERENCE,1,0.9106,,,,"Decoder output: class=1, conf=0.911, latency=3.03ms"
Policy_A_Direct,9,116,517503.032,ACCEPTED,1,0.9106,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.911, correct=True, unsafe=False)"
Policy_A_Direct,9,117,522000.0,WINDOW,0,0.9375,,,,"EEG epoch received — trial 117, subject 9"
Policy_A_Direct,9,117,522000.1,INFERENCE,0,0.9375,,,,"Decoder output: class=0, conf=0.938, latency=2.78ms"
Policy_A_Direct,9,117,522002.778,ACCEPTED,0,0.9375,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.938, correct=True, unsafe=False)"
Policy_A_Direct,9,118,526500.0,WINDOW,1,0.952,,,,"EEG epoch received — trial 118, subject 9"
Policy_A_Direct,9,118,526500.1,INFERENCE,1,0.952,,,,"Decoder output: class=1, conf=0.952, latency=2.61ms"
Policy_A_Direct,9,118,526502.606,ACCEPTED,1,0.952,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.952, correct=True, unsafe=False)"
Policy_A_Direct,9,119,531000.0,WINDOW,1,0.9762,,,,"EEG epoch received — trial 119, subject 9"
Policy_A_Direct,9,119,531000.1,INFERENCE,1,0.9762,,,,"Decoder output: class=1, conf=0.976, latency=2.80ms"
Policy_A_Direct,9,119,531002.803,ACCEPTED,1,0.9762,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.976, correct=True, unsafe=False)"
Policy_A_Direct,9,120,535500.0,WINDOW,0,0.9419,,,,"EEG epoch received — trial 120, subject 9"
Policy_A_Direct,9,120,535500.1,INFERENCE,0,0.9419,,,,"Decoder output: class=0, conf=0.942, latency=2.46ms"
Policy_A_Direct,9,120,535502.46,ACCEPTED,0,0.9419,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.942, correct=True, unsafe=False)"
Policy_A_Direct,9,121,540000.0,WINDOW,1,0.9985,,,,"EEG epoch received — trial 121, subject 9"
Policy_A_Direct,9,121,540000.1,INFERENCE,1,0.9985,,,,"Decoder output: class=1, conf=0.999, latency=2.51ms"
Policy_A_Direct,9,121,540002.512,ACCEPTED,1,0.9985,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.999, correct=True, unsafe=False)"
Policy_A_Direct,9,122,544500.0,WINDOW,0,0.7444,,,,"EEG epoch received — trial 122, subject 9"
Policy_A_Direct,9,122,544500.1,INFERENCE,0,0.7444,,,,"Decoder output: class=0, conf=0.744, latency=2.48ms"
Policy_A_Direct,9,122,544502.475,ACCEPTED,0,0.7444,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.744, correct=True, unsafe=False)"
Policy_A_Direct,9,123,549000.0,WINDOW,1,0.9925,,,,"EEG epoch received — trial 123, subject 9"
Policy_A_Direct,9,123,549000.1,INFERENCE,1,0.9925,,,,"Decoder output: class=1, conf=0.993, latency=2.38ms"
Policy_A_Direct,9,123,549002.381,ACCEPTED,1,0.9925,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.993, correct=True, unsafe=False)"
Policy_A_Direct,9,124,553500.0,WINDOW,1,0.7977,,,,"EEG epoch received — trial 124, subject 9"
Policy_A_Direct,9,124,553500.1,INFERENCE,1,0.7977,,,,"Decoder output: class=1, conf=0.798, latency=2.40ms"
Policy_A_Direct,9,124,553502.403,ACCEPTED,1,0.7977,CLASS_1,True,False,"Confirmed command issued: CLASS_1 (conf=0.798, correct=True, unsafe=False)"
Policy_A_Direct,9,125,558000.0,WINDOW,0,0.7074,,,,"EEG epoch received — trial 125, subject 9"
Policy_A_Direct,9,125,558000.1,INFERENCE,0,0.7074,,,,"Decoder output: class=0, conf=0.707, latency=2.40ms"
Policy_A_Direct,9,125,558002.395,ACCEPTED,0,0.7074,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.707, correct=True, unsafe=False)"
Policy_A_Direct,9,126,562500.0,WINDOW,1,0.9894,,,,"EEG epoch received — trial 126, subject 9"
Policy_A_Direct,9,126,562500.1,INFERENCE,1,0.9894,,,,"Decoder output: class=1, conf=0.989, latency=2.38ms"
